date,actual,mean,naive,seasonal_naive_daily,seasonal_naive_weekly,drift,sarimax,feature_model,foundation_model
2016-05-13 18:00:00,348.3333333333333,97.37667908341798,231.66666666666663,105.0,176.66666666666666,231.72651309846427,241.24408580307733,275.84815090544333,175.4259
2016-05-13 19:00:00,208.3333333333333,97.37667908341798,231.66666666666663,123.33333333333331,126.66666666666669,231.78635953026196,161.22344944145848,147.02514549580388,118.322556
2016-05-13 20:00:00,120.0,97.37667908341798,231.66666666666663,100.0,116.66666666666669,231.8462059620596,136.92876249486838,127.52094536812795,91.89833
2016-05-13 21:00:00,63.333333333333336,97.37667908341798,231.66666666666663,71.66666666666667,71.66666666666667,231.90605239385724,94.5641354898434,82.76896696840763,69.911766
2016-05-13 22:00:00,55.0,97.37667908341798,231.66666666666663,60.0,53.333333333333336,231.96589882565488,73.04654520355734,47.94219540385999,62.173805
2016-05-13 23:00:00,61.66666666666666,97.37667908341798,231.66666666666663,56.66666666666666,58.333333333333336,232.0257452574525,61.2916164686914,47.16852874300456,57.60488
2016-05-14 00:00:00,58.333333333333336,97.37667908341798,231.66666666666663,55.0,51.66666666666666,232.08559168925015,56.36073510568153,49.00276272950934,56.2216
2016-05-14 01:00:00,63.333333333333336,97.37667908341798,231.66666666666663,53.333333333333336,56.66666666666666,232.14543812104785,54.913388491422005,48.74794528127784,56.02538
2016-05-14 02:00:00,60.0,97.37667908341798,231.66666666666663,58.333333333333336,53.333333333333336,232.20528455284548,53.24031656867741,49.17320228811025,54.221478
2016-05-14 03:00:00,60.0,97.37667908341798,231.66666666666663,58.333333333333336,55.0,232.26513098464315,51.58928434248523,45.5986280368057,52.900063
2016-05-14 04:00:00,60.0,97.37667908341798,231.66666666666663,50.0,55.0,232.3249774164408,51.31910617758268,48.99535542671922,51.73277
2016-05-14 05:00:00,56.66666666666666,97.37667908341798,231.66666666666663,58.333333333333336,51.66666666666666,232.38482384823843,60.47544343106214,44.715662053641616,55.555256
2016-05-14 06:00:00,63.333333333333336,97.37667908341798,231.66666666666663,146.66666666666666,53.333333333333336,232.4446702800361,70.46908598467893,78.45149280632512,64.77609
2016-05-14 07:00:00,113.33333333333331,97.37667908341798,231.66666666666663,176.66666666666666,148.33333333333334,232.50451671183376,99.1976634754397,123.45687065879252,93.36205
2016-05-14 08:00:00,133.33333333333334,97.37667908341798,231.66666666666663,338.3333333333333,121.66666666666669,232.5643631436314,115.3089477838343,132.7097334161056,134.95712
2016-05-14 09:00:00,118.33333333333331,97.37667908341798,231.66666666666663,93.33333333333331,153.33333333333334,232.62420957542903,104.35105430331254,169.05965436610668,165.1442
2016-05-14 10:00:00,158.33333333333334,97.37667908341798,231.66666666666663,73.33333333333333,178.33333333333334,232.6840560072267,111.3895689118716,203.2892523782607,196.42291
2016-05-14 11:00:00,96.66666666666669,97.37667908341798,231.66666666666663,355.0,161.66666666666666,232.74390243902437,116.36705910783144,185.70842904522604,210.55342
2016-05-14 12:00:00,116.66666666666669,97.37667908341798,231.66666666666663,301.6666666666667,86.66666666666667,232.803748870822,110.01276789804734,234.5098886631293,193.48502
2016-05-14 13:00:00,113.33333333333331,97.37667908341798,231.66666666666663,268.3333333333333,75.0,232.86359530261964,103.33607654440166,202.35307897338689,173.20914
2016-05-14 14:00:00,106.66666666666669,97.37667908341798,231.66666666666663,318.3333333333333,88.33333333333333,232.9234417344173,100.47104799200756,151.12144024656993,164.57495
2016-05-14 15:00:00,130.0,97.37667908341798,231.66666666666663,201.66666666666663,103.33333333333331,232.98328816621492,94.48542173069416,152.20969012087207,166.27487
2016-05-14 16:00:00,111.66666666666669,97.37667908341798,231.66666666666663,351.6666666666667,91.66666666666669,233.0431345980126,124.89401913062513,126.83536289935462,187.01389
2016-05-14 17:00:00,241.66666666666663,97.37667908341798,231.66666666666663,231.66666666666663,83.33333333333333,233.10298102981025,181.78290596472607,172.0627343463059,173.64587
2016-05-14 18:00:00,166.66666666666666,97.50475870563206,241.66666666666663,348.3333333333333,285.0,241.72939068100357,194.1704280218827,181.01411003399136,163.49292
2016-05-14 19:00:00,90.0,97.50475870563206,241.66666666666663,208.3333333333333,120.0,241.79211469534047,143.28872127849817,132.4307346523586,115.844696
2016-05-14 20:00:00,86.66666666666667,97.50475870563206,241.66666666666663,120.0,86.66666666666667,241.85483870967735,120.12342323499372,105.9771774508006,90.33307
2016-05-14 21:00:00,75.0,97.50475870563206,241.66666666666663,63.333333333333336,56.66666666666666,241.9175627240143,80.89469798282381,67.7505538978562,71.4002
2016-05-14 22:00:00,61.66666666666666,97.50475870563206,241.66666666666663,55.0,58.333333333333336,241.98028673835125,66.04503082000797,53.02889176819999,60.02233
2016-05-14 23:00:00,48.333333333333336,97.50475870563206,241.66666666666663,61.66666666666666,56.66666666666666,242.04301075268813,58.877417843202494,51.806769796444186,58.393047
2016-05-15 00:00:00,53.333333333333336,97.50475870563206,241.66666666666663,58.333333333333336,58.333333333333336,242.10573476702504,54.88124149199332,45.76265772232975,56.13819
2016-05-15 01:00:00,55.0,97.50475870563206,241.66666666666663,63.333333333333336,51.66666666666666,242.168458781362,54.282733825101545,50.9236130940784,56.012127
2016-05-15 02:00:00,51.66666666666666,97.50475870563206,241.66666666666663,60.0,55.0,242.23118279569889,52.87922921903932,47.026961446141584,54.70077
2016-05-15 03:00:00,40.0,97.50475870563206,241.66666666666663,60.0,56.66666666666666,242.2939068100358,51.52644556350538,47.83993341592542,52.901516
2016-05-15 04:00:00,51.66666666666666,97.50475870563206,241.66666666666663,60.0,50.0,242.35663082437276,51.40931166839124,52.96194930568456,52.801315
2016-05-15 05:00:00,56.66666666666666,97.50475870563206,241.66666666666663,56.66666666666666,56.66666666666666,242.41935483870964,60.06927200534319,53.3104448384771,54.952484
2016-05-15 06:00:00,51.66666666666666,97.50475870563206,241.66666666666663,63.333333333333336,50.0,242.48207885304652,69.9636420170929,70.26227471688854,56.53141
2016-05-15 07:00:00,93.33333333333331,97.50475870563206,241.66666666666663,113.33333333333331,60.0,242.54480286738348,99.72563655779894,98.4999022147932,67.736755
2016-05-15 08:00:00,118.33333333333331,97.50475870563206,241.66666666666663,133.33333333333334,183.3333333333333,242.6075268817204,116.04217140002264,162.0891306619864,93.84659
2016-05-15 09:00:00,101.66666666666669,97.50475870563206,241.66666666666663,118.33333333333331,143.33333333333334,242.6702508960573,104.90932247718168,114.21254766055333,106.37407
2016-05-15 10:00:00,108.33333333333331,97.50475870563206,241.66666666666663,158.33333333333334,135.0,242.73297491039423,113.50257649169428,130.62884663851736,113.9203
2016-05-15 11:00:00,105.0,97.50475870563206,241.66666666666663,96.66666666666669,50.0,242.79569892473117,115.36118106214846,132.78241978460457,93.80197
2016-05-15 12:00:00,96.66666666666669,97.50475870563206,241.66666666666663,116.66666666666669,56.66666666666666,242.85842293906805,110.24631627446998,139.71073802702878,80.00168
2016-05-15 13:00:00,136.66666666666666,97.50475870563206,241.66666666666663,113.33333333333331,56.66666666666666,242.92114695340496,103.72876487435371,134.4918091293551,76.78253
2016-05-15 14:00:00,88.33333333333333,97.50475870563206,241.66666666666663,106.66666666666669,56.66666666666666,242.9838709677419,100.68699928129293,104.39892815247865,72.249344
2016-05-15 15:00:00,93.33333333333331,97.50475870563206,241.66666666666663,130.0,50.0,243.0465949820788,96.0770243043238,113.958494230973,70.251495
2016-05-15 16:00:00,143.33333333333334,97.50475870563206,241.66666666666663,111.66666666666669,55.0,243.1093189964157,124.20084951807296,138.72040157557515,88.79551
2016-05-15 17:00:00,236.66666666666663,97.50475870563206,241.66666666666663,241.66666666666663,56.66666666666666,243.17204301075265,184.51811574677936,128.41535009200211,148.03165
2016-05-15 18:00:00,98.33333333333331,97.46140175497057,236.66666666666663,166.66666666666666,50.0,236.7272222222222,198.51549339488776,236.67187537340948,185.52875
2016-05-15 19:00:00,96.66666666666669,97.46140175497057,236.66666666666663,90.0,60.0,236.78777777777773,142.37738412187775,94.03697356375626,123.06803
2016-05-15 20:00:00,246.66666666666663,97.46140175497057,236.66666666666663,86.66666666666667,78.33333333333333,236.8483333333333,119.15036318883966,105.07223182556967,94.89122
2016-05-15 21:00:00,203.3333333333333,97.46140175497057,236.66666666666663,75.0,63.333333333333336,236.90888888888884,81.83504452681501,77.70406138517427,70.001595
2016-05-15 22:00:00,86.66666666666667,97.46140175497057,236.66666666666663,61.66666666666666,58.333333333333336,236.9694444444444,66.94914676835855,49.80042098677779,59.28966
2016-05-15 23:00:00,83.33333333333333,97.46140175497057,236.66666666666663,48.333333333333336,53.333333333333336,237.03,58.96280761390484,58.79645974385463,57.07867
2016-05-16 00:00:00,61.66666666666666,97.46140175497057,236.66666666666663,53.333333333333336,55.0,237.0905555555555,55.15100381367514,48.02993824527218,55.944393
2016-05-16 01:00:00,53.333333333333336,97.46140175497057,236.66666666666663,55.0,58.333333333333336,237.15111111111108,54.5077769299098,59.06126272321846,54.880024
2016-05-16 02:00:00,56.66666666666666,97.46140175497057,236.66666666666663,51.66666666666666,55.0,237.21166666666664,52.91784951926391,55.986689344058206,53.7939
2016-05-16 03:00:00,53.333333333333336,97.46140175497057,236.66666666666663,40.0,53.333333333333336,237.27222222222215,51.02049117882843,48.19148647162658,52.096127
2016-05-16 04:00:00,55.0,97.46140175497057,236.66666666666663,51.66666666666666,56.66666666666666,237.33277777777772,51.41710351497421,47.8198497317897,52.58816
2016-05-16 05:00:00,51.66666666666666,97.46140175497057,236.66666666666663,56.66666666666666,65.0,237.3933333333333,59.88081667010439,62.78992393095166,59.00907
2016-05-16 06:00:00,53.333333333333336,97.46140175497057,236.66666666666663,51.66666666666666,55.0,237.45388888888888,69.0611655912765,70.55780109685372,61.304317
2016-05-16 07:00:00,61.66666666666666,97.46140175497057,236.66666666666663,93.33333333333331,56.66666666666666,237.5144444444444,99.37138209685988,71.51811418841564,66.8457
2016-05-16 08:00:00,88.33333333333333,97.46140175497057,236.66666666666663,118.33333333333331,61.66666666666666,237.575,116.08873263739244,87.45328286298975,65.14455
2016-05-16 09:00:00,70.0,97.46140175497057,236.66666666666663,101.66666666666669,66.66666666666667,237.63555555555556,104.69239454109837,74.38893347255373,60.030922
2016-05-16 10:00:00,148.33333333333334,97.46140175497057,236.66666666666663,108.33333333333331,55.0,237.6961111111111,113.19275865402548,80.99122869176367,62.078598
2016-05-16 11:00:00,103.33333333333331,97.46140175497057,236.66666666666663,105.0,61.66666666666666,237.75666666666663,114.80630140683677,98.50884577643583,62.68406
2016-05-16 12:00:00,206.66666666666663,97.46140175497057,236.66666666666663,96.66666666666669,135.0,237.81722222222217,109.539497827087,162.03664707127484,68.157364
2016-05-16 13:00:00,266.6666666666667,97.46140175497057,236.66666666666663,136.66666666666666,173.33333333333334,237.8777777777777,105.20237454558516,131.61975472832606,73.95965
2016-05-16 14:00:00,88.33333333333333,97.46140175497057,236.66666666666663,88.33333333333333,88.33333333333333,237.9383333333333,100.036589606221,92.0818933360465,71.756485
2016-05-16 15:00:00,111.66666666666669,97.46140175497057,236.66666666666663,93.33333333333331,70.0,237.99888888888884,95.87693553549796,89.01477655575324,70.78349
2016-05-16 16:00:00,88.33333333333333,97.46140175497057,236.66666666666663,143.33333333333334,78.33333333333333,238.0594444444444,125.02630802265156,114.09504017097908,95.29932
2016-05-16 17:00:00,243.3333333333333,97.46140175497057,236.66666666666663,236.66666666666663,268.3333333333333,238.11999999999995,186.89150307168285,175.68490641168793,193.8773
2016-05-16 18:00:00,155.0,97.57300275482092,243.3333333333333,98.33333333333331,120.0,243.39561287477952,186.29656525361224,167.55539051721473,145.85829
2016-05-16 19:00:00,115.0,97.57300275482092,243.3333333333333,96.66666666666669,110.0,243.4578924162257,136.9135832625882,113.57172102432229,117.94935
2016-05-16 20:00:00,96.66666666666669,97.57300275482092,243.3333333333333,246.66666666666663,95.0,243.52017195767195,120.46959539032176,103.17215064319402,100.12416
2016-05-16 21:00:00,68.33333333333333,97.57300275482092,243.3333333333333,203.3333333333333,71.66666666666667,243.58245149911812,82.88093734011676,76.95880769776836,73.705215
2016-05-16 22:00:00,46.66666666666666,97.57300275482092,243.3333333333333,86.66666666666667,71.66666666666667,243.64473104056435,64.74883155782987,64.39775484249824,61.01947
2016-05-16 23:00:00,60.0,97.57300275482092,243.3333333333333,83.33333333333333,60.0,243.70701058201053,58.3621651605255,69.78413089930504,57.26667
2016-05-17 00:00:00,50.0,97.57300275482092,243.3333333333333,61.66666666666666,51.66666666666666,243.7692901234568,54.32215603636054,45.15006022938872,54.739006
2016-05-17 01:00:00,55.0,97.57300275482092,243.3333333333333,53.333333333333336,55.0,243.831569664903,53.70545225856488,50.18581283712449,52.40347
2016-05-17 02:00:00,51.66666666666666,97.57300275482092,243.3333333333333,56.66666666666666,56.66666666666666,243.8938492063492,52.59242135339316,48.47728328605491,53.10809
2016-05-17 03:00:00,53.333333333333336,97.57300275482092,243.3333333333333,53.333333333333336,56.66666666666666,243.9561287477954,50.78414302152899,52.91908503835622,51.802254
2016-05-17 04:00:00,53.333333333333336,97.57300275482092,243.3333333333333,55.0,50.0,244.0184082892416,51.3397275402016,52.7270282841051,51.51641
2016-05-17 05:00:00,58.333333333333336,97.57300275482092,243.3333333333333,51.66666666666666,71.66666666666667,244.08068783068785,59.31350797774472,69.02235858192964,55.28267
2016-05-17 06:00:00,56.66666666666666,97.57300275482092,243.3333333333333,53.333333333333336,63.333333333333336,244.142967372134,68.18173358896962,57.65305939015847,59.267124
2016-05-17 07:00:00,65.0,97.57300275482092,243.3333333333333,61.66666666666666,60.0,244.20524691358025,97.48704965517553,63.92051525533154,65.87565
2016-05-17 08:00:00,56.66666666666666,97.57300275482092,243.3333333333333,88.33333333333333,56.66666666666666,244.26752645502643,114.68712915754368,72.06933074371531,66.054016
2016-05-17 09:00:00,51.66666666666666,97.57300275482092,243.3333333333333,70.0,55.0,244.32980599647263,102.97585233007248,60.9749822002541,57.54052
2016-05-17 10:00:00,53.333333333333336,97.57300275482092,243.3333333333333,148.33333333333334,53.333333333333336,244.3920855379189,114.7570548076316,103.57755951155808,57.922916
2016-05-17 11:00:00,51.66666666666666,97.57300275482092,243.3333333333333,103.33333333333331,56.66666666666666,244.45436507936503,114.18918354752924,97.5502320246909,57.70165
2016-05-17 12:00:00,53.333333333333336,97.57300275482092,243.3333333333333,206.66666666666663,58.333333333333336,244.5166446208113,114.01699752022968,143.6402998456692,62.94131
2016-05-17 13:00:00,41.66666666666666,97.57300275482092,243.3333333333333,266.6666666666667,53.333333333333336,244.5789241622575,112.69815295264736,123.8964243192194,65.89838
2016-05-17 14:00:00,53.333333333333336,97.57300275482092,243.3333333333333,88.33333333333333,53.333333333333336,244.6412037037037,99.41407982162076,102.26505365180522,62.517212
2016-05-17 15:00:00,51.66666666666666,97.57300275482092,243.3333333333333,111.66666666666669,56.66666666666666,244.7034832451499,96.54417842679786,100.55270112707343,61.50567
2016-05-17 16:00:00,66.66666666666667,97.57300275482092,243.3333333333333,88.33333333333333,63.333333333333336,244.7657627865961,123.23321116060475,85.60074983269965,85.113625
2016-05-17 17:00:00,153.33333333333334,97.57300275482092,243.3333333333333,243.3333333333333,126.66666666666669,244.8280423280423,189.46552091011088,169.1803806473337,175.55649
2016-05-17 18:00:00,100.0,97.33573849349514,153.33333333333334,155.0,101.66666666666669,153.3655949256343,143.09963357315897,139.67581747649146,132.8445
2016-05-17 19:00:00,123.33333333333331,97.33573849349514,153.33333333333334,115.0,105.0,153.39785651793528,101.1064036556872,124.3199642776196,108.40439
2016-05-17 20:00:00,118.33333333333331,97.33573849349514,153.33333333333334,96.66666666666669,95.0,153.43011811023624,98.6366434510485,87.56590631032095,89.64334
2016-05-17 21:00:00,65.0,97.33573849349514,153.33333333333334,68.33333333333333,68.33333333333333,153.4623797025372,68.15148789399245,46.71705911372667,66.82833
2016-05-17 22:00:00,46.66666666666666,97.33573849349514,153.33333333333334,46.66666666666666,58.333333333333336,153.49464129483815,53.0684645035612,73.23703164050015,53.81108
2016-05-17 23:00:00,55.0,97.33573849349514,153.33333333333334,60.0,56.66666666666666,153.52690288713913,50.68650922065641,65.48834316866233,53.68378
2016-05-18 00:00:00,51.66666666666666,97.33573849349514,153.33333333333334,50.0,51.66666666666666,153.55916447944008,49.1653902020277,52.86215689035046,52.498028
2016-05-18 01:00:00,53.333333333333336,97.33573849349514,153.33333333333334,55.0,56.66666666666666,153.59142607174104,50.59082630271847,52.80967443405409,52.40678
2016-05-18 02:00:00,55.0,97.33573849349514,153.33333333333334,51.66666666666666,56.66666666666666,153.623687664042,50.504393860029616,47.72177181129222,50.901176
2016-05-18 03:00:00,51.66666666666666,97.33573849349514,153.33333333333334,53.333333333333336,53.333333333333336,153.65594925634298,49.57778708039805,51.23258352639368,50.927265
2016-05-18 04:00:00,51.66666666666666,97.33573849349514,153.33333333333334,53.333333333333336,51.66666666666666,153.68821084864393,50.5641957851217,45.85798864004997,50.194225
2016-05-18 05:00:00,65.0,97.33573849349514,153.33333333333334,58.333333333333336,68.33333333333333,153.7204724409449,58.688959831845125,66.96578715972097,56.18849
