date,actual,sarima_target_only,sarimax_calendar,sarimax_calendar_weather,window,step,lower_80,upper_80,lower_95,upper_95
2016-05-13 18:00:00,348.3333333333333,241.24408580307735,242.9619296316919,246.032835188275,1,1,162.73160272896212,319.7565688771926,121.16960476049532,361.3185668456594
2016-05-13 19:00:00,208.33333333333331,161.22344944145848,163.69913978833642,166.273798542615,1,2,77.67454126060048,244.7723576223165,33.44642088893343,289.0004779939835
2016-05-13 20:00:00,120.0,136.92876249486838,140.63548566322171,143.31990377255255,1,3,48.64714192537771,225.21038306435906,1.9136749517441558,271.9438500379926
2016-05-13 21:00:00,63.333333333333336,94.5641354898434,99.16192883703,105.90928616348364,1,4,4.423780785128798,184.704490194558,0.0,232.42191158317513
2016-05-13 22:00:00,55.0,73.04654520355734,78.4489530688802,85.88193264782694,1,5,0.0,164.13035946176467,0.0,212.3472181692675
2016-05-13 23:00:00,61.66666666666666,61.2916164686914,67.58312348046024,75.5353027876464,1,6,0.0,152.99603152504415,0.0,201.54141645031285
2016-05-14 00:00:00,58.333333333333336,56.36073510568153,54.864515848577135,60.500534010511515,1,7,0.0,148.39152275988204,0.0,197.10967890212916
2016-05-14 01:00:00,63.333333333333336,54.913388491422005,54.14957942212877,58.191407528391935,1,8,0.0,147.07572310671975,0.0,195.86351600373263
2016-05-14 02:00:00,60.0,53.24031656867741,52.999068680359514,56.19127933119559,1,9,0.0,145.45575110056728,0.0,194.27165339546335
2016-05-14 03:00:00,60.0,51.58928434248523,51.71396096899274,55.1124570588745,1,10,0.0,143.8261658692953,0.0,192.65342151749778
2016-05-14 04:00:00,60.0,51.31910617758268,51.69671554945565,56.86832862853752,1,11,0.0,143.5646522087361,0.0,192.3964945684756
2016-05-14 05:00:00,56.66666666666666,60.47544343106214,61.02039423610613,66.52611285896651,1,12,0.0,152.7244902295794,0.0,201.55818578361826
2016-05-14 06:00:00,63.333333333333336,70.46908598467893,71.1261420225472,76.45981479980776,1,13,0.0,162.7195472730832,0.0,211.55399161283754
2016-05-14 07:00:00,113.33333333333331,99.1976634754397,99.92276262762071,105.5090609991652,1,14,6.946630651367286,191.4486962995121,0.0,240.2834431919733
2016-05-14 08:00:00,133.33333333333334,115.3089477838343,116.08685232277556,121.3815206941605,1,15,23.057684024836902,207.5602115428317,0.0,256.39508068485765
2016-05-14 09:00:00,118.33333333333331,104.35105430331254,105.18764590952709,110.36572137661626,1,16,12.099697232417356,196.60241137420772,0.0,245.43732991256854
2016-05-14 10:00:00,158.33333333333334,111.3895689118716,112.26018866141554,117.89624014730806,1,17,19.138174137197524,203.6409636865457,0.0,252.47590218408143
2016-05-14 11:00:00,96.66666666666669,116.36705910783144,117.24400087959577,122.44483250364414,1,18,24.115649098493435,208.61846911716944,0.0,257.4534156794491
2016-05-14 12:00:00,116.66666666666669,110.01276789804734,110.89197665900919,118.91110238064137,1,19,17.76135173296224,202.26418406313246,0.0,251.09913388406778
2016-05-14 13:00:00,113.33333333333331,103.33607654440166,104.23171270735796,113.51730381465924,1,20,11.084657892012686,195.58749519679066,0.0,244.4224463344251
2016-05-14 14:00:00,106.66666666666669,100.47104799200756,101.36133442728274,109.04867742528387,1,21,8.21962833459726,192.72246764941787,0.0,241.5574193190785
2016-05-14 15:00:00,130.0,94.48542173069416,95.38699301319426,104.05777195123864,1,22,2.234001667249899,186.7368417941384,0.0,235.57179367874045
2016-05-14 16:00:00,111.66666666666669,124.89401913062511,125.78588956103543,134.95596169797824,1,23,32.642598903094466,217.14543935815576,0.0,265.98039132961986
2016-05-14 17:00:00,241.66666666666663,181.78290596472607,182.6657698678959,192.54596004978512,1,24,89.53148567450852,274.0343262549436,40.696533669859974,322.8692782595922
2016-05-14 18:00:00,166.66666666666666,194.1704280218827,194.38946814300732,199.48822719086567,2,1,115.65794763039142,272.682908413374,74.09595108201995,314.2449049617455
2016-05-14 19:00:00,90.0,143.28872127849817,143.56432637732888,148.9694690439936,2,2,59.73981595221966,226.8376266047767,15.511697091675728,271.0657454653206
2016-05-14 20:00:00,86.66666666666667,120.12342323499371,120.36220804390715,124.87713971274485,2,3,31.84180568138693,208.4050407886005,0.0,255.13850616572154
2016-05-14 21:00:00,75.0,80.89469798282381,81.18089198444872,86.18985977144543,2,4,0.0,171.0350496082839,0.0,218.75246936684215
2016-05-14 22:00:00,61.66666666666666,66.04503082000797,66.37015991583634,71.06589380139354,2,5,0.0,157.12884197142486,0.0,205.34569903429218
2016-05-14 23:00:00,48.333333333333336,58.877417843202494,59.19997003716388,62.45568010270281,2,6,0.0,150.58182977800294,0.0,199.1272130508217
2016-05-15 00:00:00,53.333333333333336,54.881241491993315,56.48776311645981,59.042951346376555,2,7,0.0,146.91202617848353,0.0,195.6301807497197
2016-05-15 01:00:00,55.0,54.282733825101545,55.96619854154213,58.81790948440997,2,8,0.0,146.44506553452914,0.0,195.2328568932673
2016-05-15 02:00:00,51.66666666666666,52.87922921903932,54.66999762034283,57.542015931646745,2,9,0.0,145.0946608700258,0.0,193.91056163986372
2016-05-15 03:00:00,40.0,51.52644556350538,53.41961410322523,56.33438334373902,2,10,0.0,143.76332421949803,0.0,192.59057834798153
2016-05-15 04:00:00,51.66666666666666,51.40931166839124,53.38827188916315,56.831759379009746,2,11,0.0,143.6548548328037,0.0,192.48669567498217
2016-05-15 05:00:00,56.66666666666666,60.06927200534319,62.11052263603,66.12438288052891,2,12,0.0,152.31831593876842,0.0,201.1520099761192
2016-05-15 06:00:00,51.66666666666666,69.9636420170929,72.05011572823545,75.20994183781693,2,13,0.0,162.21410044107222,0.0,211.0485432644916
2016-05-15 07:00:00,93.33333333333331,99.72563655779894,101.83665374320066,104.72195053087357,2,14,7.474606597881774,191.9766665177161,0.0,240.81141189398508
2016-05-15 08:00:00,118.33333333333331,116.04217140002265,118.17861914271938,122.44800016266704,2,15,23.790910505071523,208.2934322949738,0.0,257.12829992086523
2016-05-15 09:00:00,101.66666666666669,104.90932247718168,107.08635550283671,111.91167372097041,2,16,12.657968270288706,197.16067668407464,0.0,245.99559370632426
2016-05-15 10:00:00,108.33333333333331,113.50257649169427,115.70022071169683,120.56410588830782,2,17,21.251184581004566,205.75396840238398,0.0,254.58890538381797
2016-05-15 11:00:00,105.0,115.36118106214846,117.56258054412206,122.95984676421283,2,18,23.109773916787503,207.61258820750942,0.0,256.44753325369123
2016-05-15 12:00:00,96.66666666666669,110.24631627446998,112.44435987497832,118.73063054580963,2,19,17.994902973358663,202.49772957558127,0.0,251.33267788042048
2016-05-15 13:00:00,136.66666666666666,103.72876487435373,105.93976846926755,111.66421444232613,2,20,11.477349085937178,195.9801806627703,0.0,244.81513028430936
2016-05-15 14:00:00,88.33333333333333,100.68699928129291,102.89154745274766,107.16560783753384,2,21,8.43558248785412,192.93841607473172,0.0,241.7733662282974
2016-05-15 15:00:00,93.33333333333331,96.0770243043238,98.28958101841025,101.43396051631623,2,22,3.82560710484546,188.32844150380214,0.0,237.1633918723122
2016-05-15 16:00:00,143.33333333333334,124.20084951807297,126.40642628341654,128.3880024283124,2,23,31.949432154508116,216.45226688163783,0.0,265.28721733701
2016-05-15 17:00:00,236.66666666666663,184.51811574677936,186.71035270993505,190.02226590453046,2,24,92.26669832019657,276.76953317336216,43.43174783146469,325.604483662094
2016-05-15 18:00:00,98.33333333333331,198.51549339488776,199.29419662743857,204.95753353947933,3,1,120.00301544035527,277.0279713494202,78.44102018203186,318.58996660774363
2016-05-15 19:00:00,96.66666666666669,142.37738412187775,143.27497611165393,150.30263997123208,3,2,58.82848138876655,225.92628685498897,14.600363900962464,270.15440434279304
2016-05-15 20:00:00,246.66666666666663,119.15036318883966,120.25689638566047,125.3130631652519,3,3,30.868748374932935,207.4319780027464,0.0,254.16544192955786
2016-05-15 21:00:00,203.33333333333331,81.83504452681501,83.21056702631385,84.13015880750707,3,4,0.0,171.97539335500775,0.0,219.6928116327821
2016-05-15 22:00:00,86.66666666666667,66.94914676835855,68.42891803614742,65.93903098768301,3,5,0.0,158.03295509749375,0.0,206.2498106663354
2016-05-15 23:00:00,83.33333333333333,58.962807613904836,60.42878076288601,57.43709146125473,3,6,0.0,150.6672167130136,0.0,199.21259848470785
2016-05-16 00:00:00,61.66666666666666,55.15100381367514,66.55793660634262,63.54705076102723,3,7,0.0,147.18178580422716,0.0,195.8999389483199
2016-05-16 01:00:00,53.333333333333336,54.5077769299098,66.02817860592472,62.914133352740414,3,8,0.0,146.6701059995762,0.0,195.45789596090916
2016-05-16 02:00:00,56.66666666666666,52.91784951926391,64.57178690187037,61.63872300604729,3,9,0.0,145.13327855316953,0.0,193.9491779376085
2016-05-16 03:00:00,53.333333333333336,51.02049117882843,62.79569165036896,60.47678277561164,3,10,0.0,143.25736722690252,0.0,192.08461997483735
2016-05-16 04:00:00,55.0,51.41710351497421,63.2899269378994,61.19642489902223,3,11,0.0,143.6626440751713,0.0,192.49448353876141
2016-05-16 05:00:00,51.66666666666666,59.88081667010439,71.82486547928607,68.73709123057763,3,12,0.0,152.1298580008122,0.0,200.9635506603676
2016-05-16 06:00:00,53.333333333333336,69.0611655912765,81.05725386212195,76.77129476915769,3,13,0.0,161.3116214131444,0.0,210.14606285908917
2016-05-16 07:00:00,61.66666666666666,99.37138209685989,111.39565299237054,108.67178026003631,3,14,7.120354738809169,191.6224094549106,0.0,240.4571534538347
2016-05-16 08:00:00,88.33333333333333,116.08873263739244,128.14044418175192,128.15145815526566,3,15,23.837474344208758,208.3399909305761,0.0,257.1748571791751
2016-05-16 09:00:00,70.0,104.69239454109835,116.78561452225107,118.23704848768266,3,16,12.4410429359328,196.9437461462639,0.0,245.77866179124226
2016-05-16 10:00:00,148.33333333333334,113.19275865402548,125.3074014729017,128.23793021709704,3,17,20.941369345047022,205.44414796300396,0.0,254.2790835671752
2016-05-16 11:00:00,103.33333333333331,114.80630140683677,126.92593415519069,130.68708406923315,3,18,22.55489686318039,207.05770595049313,0.0,255.89264961941575
2016-05-16 12:00:00,206.66666666666663,109.539497827087,121.65684985693288,125.72781848568846,3,19,17.288087127677315,201.7909085264967,0.0,250.62585545407825
2016-05-16 13:00:00,266.6666666666667,105.20237454558517,117.32978744923628,120.67752279459991,3,20,12.950961358869009,197.45378773230135,0.0,246.2887359765834
2016-05-16 14:00:00,88.33333333333333,100.03658960622099,112.1608580608973,114.98949078101498,3,21,7.785175414481742,192.28800379796024,0.0,241.12295257426936
2016-05-16 15:00:00,111.66666666666669,95.87693553549795,108.00846918532037,111.09854462204432,3,22,3.6255209377140716,188.12835013328183,0.0,236.963299124538
2016-05-16 16:00:00,88.33333333333333,125.02630802265156,137.15001883981535,138.26115390935556,3,23,32.77489326078107,217.27772278452204,0.0,266.11267186264047
2016-05-16 17:00:00,243.33333333333331,186.89150307168285,199.00061930667948,196.52144809113022,3,24,94.64008824649372,279.14291789687195,45.80513913485646,327.97786700850924
2016-05-16 18:00:00,155.0,186.29656525361224,190.7510404296182,187.7696090666107,4,1,107.78408951287085,264.8090409943536,66.22209542645767,306.37103508076683
2016-05-16 19:00:00,115.0,136.9135832625882,142.59926999313078,139.19691376361806,4,2,53.36468288517159,220.4624836400048,9.136566644396908,264.6905998807795
2016-05-16 20:00:00,96.66666666666669,120.46959539032176,127.77042609312885,124.89363109610179,4,3,32.187983065223406,208.7512077154201,0.0,255.48467032473602
2016-05-16 21:00:00,68.33333333333333,82.88093734011676,91.74259726927025,90.51195944832175,4,4,0.0,173.02128362720555,0.0,220.73870055980075
2016-05-16 22:00:00,46.66666666666666,64.74883155782987,74.75031615614941,73.59938657415674,4,5,0.0,155.8326373231376,0.0,204.0494915347709
2016-05-16 23:00:00,60.0,58.3621651605255,69.08764115122831,68.57585893267753,4,6,0.0,150.0665716836248,0.0,198.611952091662
2016-05-17 00:00:00,50.0,54.32215603636054,47.98229173906793,49.248668815309394,4,7,0.0,146.3529355778583,0.0,195.07108742550002
2016-05-17 01:00:00,55.0,53.705452258564875,47.66096364740855,48.672375759257825,4,8,0.0,145.86777893020945,0.0,194.65556762210633
2016-05-17 02:00:00,51.66666666666666,52.59242135339316,46.76487013464832,47.60311758163823,4,9,0.0,144.80784800988027,0.0,193.62374613578993
2016-05-17 03:00:00,53.333333333333336,50.78414302152899,45.11259299773981,45.646087860802766,4,10,0.0,143.02101670050783,0.0,191.8482681943194
2016-05-17 04:00:00,53.333333333333336,51.339727540201594,45.77692695904745,45.10997172121989,4,11,0.0,143.58526573466747,0.0,192.41710394591513
2016-05-17 05:00:00,58.333333333333336,59.31350797774472,53.82355121284047,53.625593721215964,4,12,0.0,151.5625469440821,0.0,200.39623835201542
2016-05-17 06:00:00,56.66666666666666,68.18173358896962,62.74114765614418,63.36843761620276,4,13,0.0,160.43218704701758,0.0,209.26662724163165
2016-05-17 07:00:00,65.0,97.48704965517553,92.07222338482936,93.13675104161082,4,14,5.236024660722194,189.73807464962886,0.0,238.5728173973401
2016-05-17 08:00:00,56.66666666666666,114.68712915754368,109.29517394046056,110.53929811154008,4,15,22.435873227867418,206.93838508721996,0.0,255.77325008465363
2016-05-17 09:00:00,51.66666666666666,102.97585233007247,97.62148460776771,99.15744620275854,4,16,10.724503088378,195.22720157176695,0.0,244.06211596559928
2016-05-17 10:00:00,53.333333333333336,114.75705480763159,109.4170324662381,112.08493661160797,4,17,22.50566786210952,207.00844175315365,0.0,255.84337610618667
2016-05-17 11:00:00,51.66666666666666,114.18918354752925,108.85524142486466,112.5804710818879,4,18,21.937781367323197,206.4405857277353,0.0,255.27552814552286
2016-05-17 12:00:00,53.333333333333336,114.01699752022968,108.6733573207976,111.18179568390474,4,19,21.765589184267625,206.26840585619175,0.0,255.1033515326397
2016-05-17 13:00:00,41.66666666666666,112.69815295264735,107.35951945856854,110.38758155417483,4,20,20.446742129377697,204.949563775917,0.0,253.78451076906603
2016-05-17 14:00:00,53.333333333333336,99.41407982162077,94.0822333491458,100.7303345346514,4,21,7.162667993327304,191.66549164991426,0.0,240.50043917509078
2016-05-17 15:00:00,51.66666666666666,96.54417842679786,91.21725894251001,99.7536206564276,4,22,4.292766192455133,188.79559066114058,0.0,237.6305384012666
2016-05-17 16:00:00,66.66666666666667,123.23321116060477,117.90171407500308,126.72916329338372,4,23,30.98179876217533,215.48462355903422,0.0,264.31957138602246
2016-05-17 17:00:00,153.33333333333334,189.46552091011088,184.11440243074117,192.5551965126496,4,24,97.21410844808963,281.71693337213213,48.379160587437894,330.5518812327839
2016-05-17 18:00:00,100.0,143.09963357315897,141.63564045118648,144.16935299829277,5,1,64.58715984347808,221.61210730283986,23.025166821656015,263.17410032466194
2016-05-17 19:00:00,123.33333333333331,101.10640365568719,99.03170764764576,101.08704598063466,5,2,17.557505418239586,184.65530189313478,0.0,228.88341700107833
2016-05-17 20:00:00,118.33333333333331,98.6366434510485,95.84845696786357,96.63957538673279,5,3,10.355033386842905,186.9182535152541,0.0,233.65171492772566
2016-05-17 21:00:00,65.0,68.15148789399245,64.82478778111839,65.32852032800369,5,4,0.0,158.291831872682,0.0,206.0092475832844
2016-05-17 22:00:00,46.66666666666666,53.0684645035612,49.348709776710166,50.20265087212332,5,5,0.0,144.15226793982697,0.0,192.36912091853998
2016-05-17 23:00:00,55.0,50.68650922065641,46.62224981083125,46.33443094461363,5,6,0.0,142.3909134036474,0.0,190.9362925729061
2016-05-18 00:00:00,51.66666666666666,49.1653902020277,36.419980753912924,36.875454343896976,5,7,0.0,141.1961675187462,0.0,189.9143181886609
2016-05-18 01:00:00,53.333333333333336,50.59082630271847,37.58013985618385,38.75036574943223,5,8,0.0,142.7531507959428,0.0,191.54093833465367
2016-05-18 02:00:00,55.0,50.504393860029616,37.29145986393813,39.9787912215491,5,9,0.0,142.71981835681302,0.0,191.53571533944458
2016-05-18 03:00:00,51.66666666666666,49.57778708039805,36.21708359434581,38.2839007459182,5,10,0.0,141.8146586072342,0.0,190.64190896177024
2016-05-18 04:00:00,51.66666666666666,50.5641957851217,37.09768244794798,38.583531890426016,5,11,0.0,142.80973183050085,0.0,191.64156890409072
2016-05-18 05:00:00,65.0,58.688959831845125,45.146484090383225,46.00519673583598,5,12,0.0,150.93799665033197,0.0,199.77168692126185
2016-05-18 06:00:00,70.0,67.24783878522334,53.653253408996136,54.13891607987106,5,13,0.0,159.49829009592082,0.0,208.3327291537962
2016-05-18 07:00:00,53.333333333333336,95.68718231436438,82.0507110601161,83.45136951569916,5,14,3.436159467059369,187.93820516166937,0.0,236.77294677274895
2016-05-18 08:00:00,61.66666666666666,111.7646623340234,98.10599535557733,101.11032531958611,5,15,19.513408551413747,204.01591611663304,0.0,252.85077997747834
2016-05-18 09:00:00,65.0,100.4154739614219,86.7618445046003,89.89705815850053,5,16,8.164126866761038,192.66682105608277,0.0,241.50173431334414
2016-05-18 10:00:00,58.333333333333336,111.75257348570264,98.09304845571504,101.44874060821823,5,17,19.50118868720081,204.0039582842045,0.0,252.83889150067364
2016-05-18 11:00:00,70.0,111.152341384412,97.48535540873256,103.1241452695806,5,18,18.900941351220666,203.40374141760333,0.0,252.23868269882996
2016-05-18 12:00:00,56.66666666666666,111.07855247693473,97.39345231142808,103.64430305931305,5,19,18.827146287984945,203.32995866588453,0.0,252.16490320577282
2016-05-18 13:00:00,86.66666666666667,109.28226824909024,95.59681619543942,102.21296247047637,5,20,17.030859572831844,201.53367692534863,0.0,250.36862278193857
2016-05-18 14:00:00,81.66666666666667,97.17298757477012,83.48877014631555,92.01567269730893,5,21,4.921577893487225,189.424397256053,0.0,238.25934364467076
2016-05-18 15:00:00,83.33333333333333,94.36263051177556,80.68059580883008,88.13654619161078,5,22,2.1112204244392103,186.61404059911192,0.0,235.44898720268142
2016-05-18 16:00:00,105.0,120.50558493207109,106.81829627990871,113.11517286565436,5,23,28.25417468064795,212.7569951834942,0.0,261.59194187392603
2016-05-18 17:00:00,118.33333333333331,187.69726942446778,173.98903295707265,182.86203012575658,5,24,95.44585910920468,279.9486797397309,46.610912384978036,328.7836264639575
2016-05-18 18:00:00,178.33333333333334,138.01720239353466,132.96144756466205,138.8283263698921,6,1,59.50473049074917,216.52967429632014,17.942738436027113,258.0916663510422
2016-05-18 19:00:00,143.33333333333334,93.7903018267868,86.8415346166478,91.88002618680251,6,2,10.241405533338167,177.33919812023544,0.0,221.56731219908806
2016-05-18 20:00:00,223.33333333333331,94.99048874658484,86.07644589333269,89.89403696544645,6,3,6.708880736228238,183.27209675694144,0.0,230.00555708217104
2016-05-18 21:00:00,81.66666666666667,64.712697767326,54.43596590350079,57.35733127644002,6,4,0.0,154.8530396490105,0.0,202.5704542495255
2016-05-18 22:00:00,51.66666666666666,49.21434727555062,38.0167908958271,39.12140903581866,6,5,0.0,140.2981485960591,0.0,188.5150004547578
2016-05-18 23:00:00,56.66666666666666,47.90538745335175,36.08348654148268,36.78450253695152,6,6,0.0,139.60978951053244,0.0,188.15516755445515
2016-05-19 00:00:00,51.66666666666666,47.36006420426979,41.892398893779706,44.01088126324788,6,7,0.0,139.39083949994549,0.0,188.1089890999848
2016-05-19 01:00:00,51.66666666666666,49.471095850794256,43.62169836786723,45.83666166740171,6,8,0.0,141.63341836508943,0.0,190.42120485621848
2016-05-19 02:00:00,50.0,49.89547649312653,43.74394104589382,45.03106220518433,6,9,0.0,142.1108990279833,0.0,190.92679497203366
2016-05-19 03:00:00,51.66666666666666,49.12847803684769,42.75077550408301,43.78734561996785,6,10,0.0,141.36534760862583,0.0,190.19259692821666
2016-05-19 04:00:00,56.66666666666666,50.24182395440059,43.699626786566654,45.18906763839981,6,11,0.0,142.48735804749785,0.0,191.31919408761215
2016-05-19 05:00:00,55.0,58.720891223546296,52.05999923964437,53.630096140635175,6,12,0.0,150.96992609087417,0.0,199.8036153289229
2016-05-19 06:00:00,58.333333333333336,67.18288265567178,60.44009186538953,61.61813123372083,6,13,0.0,159.43333201566458,0.0,208.26777004089928
2016-05-19 07:00:00,50.0,93.55181366676055,86.74928041986281,87.85030405515535,6,14,1.300792769976539,185.80283456354456,0.0,234.6375751420807
2016-05-19 08:00:00,53.333333333333336,109.294467881895,102.4558329635635,103.91923535689946,6,15,17.043216049732138,201.54571971405787,0.0,250.380582542399
2016-05-19 09:00:00,36.66666666666666,98.65167560505603,91.80652980155863,93.60734866655591,6,16,6.400330460811958,190.90302074930008,0.0,239.7379329740732
2016-05-19 10:00:00,55.0,109.15605390081589,102.29934745259013,105.02165986456316,6,17,16.90467105271871,201.40743674891309,0.0,250.24236893290038
2016-05-19 11:00:00,51.66666666666666,109.13824490480164,102.26901749297672,106.09907269763399,6,18,16.88684682200997,201.3896429875933,0.0,250.22458323634072
2016-05-19 12:00:00,55.0,108.44736943000154,101.5585616790033,104.29510804052816,6,19,16.19596519144919,200.69877366855388,0.0,249.53371717596417
2016-05-19 13:00:00,50.0,108.14485868956464,101.25177371468128,100.72350559601043,6,20,15.893451963702773,200.3962654154265,0.0,249.2312102395389
2016-05-19 14:00:00,63.333333333333336,96.37077767213545,89.47709951184495,86.04994345233344,6,21,4.119369941248436,188.62218540302246,0.0,237.45713075916302
2016-05-19 15:00:00,81.66666666666667,93.77152146910896,86.87877521360235,85.27887677043111,6,22,1.5201133321646836,186.02292960605325,0.0,234.85787517714755
2016-05-19 16:00:00,90.0,119.70534896417998,112.80728537285661,113.30150887681462,6,23,27.453940663148828,211.95675726521114,0.0,260.79170292316775
2016-05-19 17:00:00,208.33333333333331,184.37224483594156,177.45704586323754,174.0182284480093,6,24,92.12083647084502,276.6236532010381,43.28589077897419,325.4585988929089
2016-05-19 18:00:00,120.0,168.86435647131594,166.39469803470746,163.97897888276097,7,1,90.35188622812602,247.37682671450585,48.78989505194079,288.9388178906911
2016-05-19 19:00:00,98.33333333333331,126.85402102630593,123.40412695382611,123.10364634317153,7,2,43.30512649883255,210.4029155537793,0.0,254.63102869778112
2016-05-19 20:00:00,118.33333333333331,120.79140253929671,116.26270866297051,118.9942087552627,7,3,32.50979639470573,209.07300868388768,0.0,255.80646802144062
2016-05-19 21:00:00,66.66666666666667,79.76421465457223,74.52162658284581,77.34485637443957,7,4,0.0,169.90455463128706,0.0,217.62196822337205
2016-05-19 22:00:00,50.0,61.097574854833425,55.30835022297409,57.63176674008311,7,5,0.0,152.18137425333722,0.0,200.39822509458816
2016-05-19 23:00:00,56.66666666666666,56.95758168141036,50.68207591085327,53.24732635742346,7,6,0.0,148.66198180745403,0.0,197.20735882909452
2016-05-20 00:00:00,51.66666666666666,53.02877367423889,62.97577531970806,65.04907135825947,7,7,0.0,145.0595471339508,0.0,193.77769576208956
2016-05-20 01:00:00,51.66666666666666,53.0228513285528,62.78931142724929,65.52157211997324,7,8,0.0,145.18517204514114,0.0,193.9729575846217
2016-05-20 02:00:00,36.66666666666666,52.06644588582163,61.75347080323582,64.34113064620404,7,9,0.0,144.28186663841706,0.0,193.09776163899525
2016-05-20 03:00:00,58.333333333333336,50.59816830841931,60.25582136841228,62.722880534712395,7,10,0.0,142.8350361041757,0.0,191.66228448359743
